,mun_name,mun_code,account_type,label,total_amount
2015,AUDA,EC135,Intsika Yethu,Total,42069146
2015,AUDA,EC136,Emalahleni,Total,15803079
2015,AUDA,EC137,Engcobo,Total,9746606
2015,AUDA,EC138,Sakhisizwe,Total,6224897
2015,AUDA,EC141,Elundini,Total,38746221
2015,AUDA,EC142,Senqu,Total,1172783
2015,AUDA,EC143,Maletswai,Total,76666439
2015,AUDA,EC144,Gariep,Total,78115817
2015,AUDA,EC153,Ngquza Hill,Total,0
2015,AUDA,EC154,Port St Johns,Total,6493998
2015,AUDA,EC156,Mhlontlo,Total,9761222
2015,AUDA,EC157,King Sabata Dalindyebo,Total,105128538
2015,AUDA,EC441,Matatiele,Total,17444988
2015,AUDA,EC442,Umzimvubu,Total,2531103
2015,AUDA,EC443,Mbizana,Total,47663338
2015,AUDA,EKU,Ekurhuleni,Total,5345408999
2015,AUDA,FS161,Letsemeng,Total,9483241
2015,AUDA,FS162,Kopanong,Total,176751746
2015,AUDA,FS163,Mohokare,Total,30675799
2015,AUDA,FS164,Naledi,Total,7225067
2015,AUDA,FS181,Masilonyana,Total,39282090
2015,AUDA,FS182,Tokologo,Total,24887462
2015,AUDA,FS183,Tswelopele,Total,24877063
2015,AUDA,FS184,Matjhabeng,Total,1947134003
2015,AUDA,FS185,Nala,Total,231729358
2015,AUDA,FS191,Setsoto,Total,52922873
2015,AUDA,FS192,Dihlabeng,Total,76046457
2015,AUDA,FS193,Nketoana,Total,79171535
2015,AUDA,FS194,Maluti a Phofung,Total,952319573
2015,AUDA,FS195,Phumelela,Total,72256235
2015,AUDA,FS196,Mantsopa,Total,71673659
2015,AUDA,FS203,Ngwathe,Total,439913960
2015,AUDA,FS204,Metsimaholo,Total,194486040
2015,AUDA,FS205,Mafube,Total,274867634
2015,AUDA,GT421,Emfuleni,Total,690443636
2015,AUDA,GT422,Midvaal,Total,39903749
2015,AUDA,GT423,Lesedi,Total,67910892
2015,AUDA,GT481,Mogale City,Total,340413389
2015,AUDA,GT482,Randfontein,Total,210121576
2015,AUDA,GT484,Merafong City,Total,330534930
2015,AUDA,JHB,City of Johannesburg,Total,11207341002
2015,AUDA,KZN211,Vulamehlo,Total,6561895
2015,AUDA,KZN212,Umdoni,Total,36508587
2015,AUDA,KZN213,Umzumbe,Total,547437
2015,AUDA,KZN214,uMuziwabantu,Total,1150027
2015,AUDA,KZN215,Ezingoleni,Total,4370299
2015,AUDA,KZN216,Ray Nkonyeni,Total,112236136
2015,AUDA,KZN221,uMshwathi,Total,4247415
2015,AUDA,KZN222,uMngeni,Total,973412
2015,AUDA,KZN223,Mpofana,Total,364210
2015,AUDA,KZN224,Impendle,Total,0
2015,AUDA,KZN225,The Msunduzi,Total,639040005
2015,AUDA,KZN226,Mkhambathini,Total,2721602
2015,AUDA,KZN232,Emnambithi/Ladysmith,Total,242470767
2015,AUDA,KZN233,Indaka,Total,7671372
2015,AUDA,KZN234,Umtshezi,Total,45192664
2015,AUDA,KZN235,Okhahlamba,Total,11981269
2015,AUDA,KZN236,Imbabazane,Total,9000
2015,AUDA,KZN241,Endumeni,Total,22861819
2015,AUDA,KZN242,Nqutu,Total,19404903
2015,AUDA,KZN244,Msinga,Total,10700633
2015,AUDA,KZN245,Umvoti,Total,28346391
2015,AUDA,KZN252,Newcastle,Total,646503521
2015,AUDA,KZN253,Emadlangeni,Total,6198696
2015,AUDA,KZN254,Dannhauser,Total,9521748
2015,AUDA,KZN263,Abaqulusi,Total,48143324
2015,AUDA,KZN265,Nongoma,Total,2763188
2015,AUDA,KZN266,Ulundi,Total,96498673
2015,AUDA,KZN271,Umhlabuyalingana,Total,2002073
2015,AUDA,KZN272,Jozini,Total,9487570
2015,AUDA,KZN273,The Big 5 False Bay,Total,6428665
2015,AUDA,KZN274,Hlabisa,Total,9523838
2015,AUDA,KZN275,Mtubatuba,Total,5324730
2015,AUDA,KZN281,Mfolozi,Total,18929593
2015,AUDA,KZN282,uMhlathuze,Total,357815969
2015,AUDA,KZN283,Ntambanana,Total,1264539
2015,AUDA,KZN284,uMlalazi,Total,283514888
2015,AUDA,KZN285,Mthonjaneni,Total,207732
2015,AUDA,KZN286,Nkandla,Total,14232222
2015,AUDA,KZN291,Mandeni,Total,2266414
2015,AUDA,KZN292,KwaDukuza,Total,179194418
2015,AUDA,KZN293,Ndwedwe,Total,3023234
2015,AUDA,KZN294,Maphumulo,Total,15954411
2015,AUDA,KZN432,Kwa Sani,Total,3327066
2015,AUDA,KZN433,Greater Kokstad,Total,943000
2015,AUDA,KZN434,Ubuhlebezwe,Total,14317385
2015,AUDA,KZN435,Umzimkhulu,Total,191193021
2015,AUDA,LIM332,Greater Letaba,Total,8401522
2015,AUDA,LIM333,Greater Tzaneen,Total,8524719
2015,AUDA,LIM334,Ba-Phalaborwa,Total,363621375
2015,AUDA,LIM335,Maruleng,Total,149734
2015,AUDA,LIM341,Musina,Total,66420772
2015,AUDA,LIM342,Mutale,Total,11398148
2015,AUDA,LIM343,Thulamela,Total,4251804
2015,AUDA,LIM344,Makhado,Total,137656320
2015,AUDA,LIM351,Blouberg,Total,10517796
2015,AUDA,LIM352,Aganang,Total,15866552
2015,AUDA,LIM353,Molemole,Total,6628149
2015,AUDA,LIM354,Polokwane,Total,156237215
2015,AUDA,LIM355,Lepele-Nkumpi,Total,30114253
2015,AUDA,LIM361,Thabazimbi,Total,274787721
2015,AUDA,LIM362,Lephalale,Total,0
2015,AUDA,LIM364,Mookgopong,Total,61471397
2015,AUDA,LIM365,Modimolle,Total,27529672
2015,AUDA,LIM366,Bela-Bela,Total,29559588
2015,AUDA,LIM471,Ephraim Mogale,Total,18326069
2015,AUDA,LIM472,Elias Motsoaledi,Total,0
2015,AUDA,LIM473,Makhuduthamaga,Total,31379194
2015,AUDA,LIM474,Fetakgomo,Total,2558704
2015,AUDA,LIM475,Greater Tubatse,Total,52402609
2015,AUDA,MAN,Mangaung,Total,490683267
2015,AUDA,MP301,Chief Albert Luthuli,Total,55526518
2015,AUDA,MP302,Msukaligwa,Total,358977331
2015,AUDA,MP303,Mkhondo,Total,149928499
2015,AUDA,MP304,Dr Pixley Ka Isaka Seme,Total,29293576
2015,AUDA,MP305,Lekwa,Total,477129312
2015,AUDA,MP306,Dipaleseng,Total,29908718
2015,AUDA,MP307,Govan Mbeki,Total,295763094
2015,AUDA,MP311,Victor Khanye,Total,11248797
2015,AUDA,MP312,Emalahleni,Total,1329983184
2015,AUDA,MP314,Emakhazeni,Total,70747985
2015,AUDA,MP315,Thembisile,Total,4801934
2015,AUDA,MP321,Thaba Chweu,Total,402060682
2015,AUDA,MP322,Mbombela,Total,619129251
2015,AUDA,MP323,Umjindi,Total,25818547
2015,AUDA,MP324,Nkomazi,Total,196873719
2015,AUDA,MP325,Bushbuckridge,Total,496675963
2015,AUDA,NC061,Richtersveld,Total,2337248
2015,AUDA,NC062,Nama Khoi,Total,134448497
2015,AUDA,NC064,Kamiesberg,Total,31774774
2015,AUDA,NC065,Hantam,Total,6828017
2015,AUDA,NC066,Karoo Hoogland,Total,7522523
2015,AUDA,NC067,Khâi-Ma,Total,12520833
2015,AUDA,NC071,Ubuntu,Total,18136681
2015,AUDA,NC072,Umsobomvu,Total,21930343
2015,AUDA,NC073,Emthanjeni,Total,20842446
2015,AUDA,NC074,Kareeberg,Total,0
2015,AUDA,NC075,Renosterberg,Total,34186526
2015,AUDA,NC076,Thembelihle,Total,28181746
2015,AUDA,NC078,Siyancuma,Total,43425640
2015,AUDA,NC081,Mier,Total,8416411
2015,AUDA,NC082,Kai !Garib,Total,111053338
2015,AUDA,NC083,//Khara Hais,Total,92484867
2015,AUDA,NC084,!Kheis,Total,5968584
2015,AUDA,NC085,Tsantsabane,Total,93264195
2015,AUDA,NC086,Kgatelopele,Total,19682506
2015,AUDA,NC091,Sol Plaatjie,Total,85467123
2015,AUDA,NC093,Magareng,Total,54442190
2015,AUDA,NC094,Phokwane,Total,30722371
2015,AUDA,NC451,Joe Morolong,Total,40151494
2015,AUDA,NC452,Ga-Segonyana,Total,46290363
2015,AUDA,NC453,Gamagara,Total,1086573
2015,AUDA,NMA,Nelson Mandela Bay,Total,1617654616
2015,AUDA,NW371,Moretele,Total,36674699
2015,AUDA,NW372,Local Municipality of Madibeng,Total,414771113
2015,AUDA,NW374,Kgetlengrivier,Total,51810957
2015,AUDA,NW375,Moses Kotane,Total,57711009
2015,AUDA,NW382,Tswaing,Total,114864242
2015,AUDA,NW383,Mafikeng,Total,311366155
2015,AUDA,NW384,Ditsobotla,Total,213380529
2015,AUDA,NW385,Ramotshere Moiloa,Total,11568055
2015,AUDA,NW392,Naledi,Total,263771460
2015,AUDA,NW393,Mamusa,Total,74057717
2015,AUDA,NW394,Greater Taung,Total,44043
2015,AUDA,NW396,Lekwa-Teemane,Total,164574070
2015,AUDA,NW397,Kagisano/Molopo,Total,14003970
2015,AUDA,NW401,Ventersdorp,Total,109485482
2015,AUDA,NW403,City of Matlosana,Total,308263105
2015,AUDA,TSH,City of Tshwane,Total,5695207622
2015,AUDA,WC011,Matzikama,Total,23642032
2015,AUDA,WC012,Cederberg,Total,77293947
2015,AUDA,WC013,Bergrivier,Total,16535852
2015,AUDA,WC014,Saldanha Bay,Total,98752660
2015,AUDA,WC015,Swartland,Total,72733020
2015,AUDA,WC022,Witzenberg,Total,14911589
2015,AUDA,WC023,Drakenstein,Total,197786673
2015,AUDA,WC024,Stellenbosch,Total,182204658
2015,AUDA,WC025,Breede Valley,Total,75035428
2015,AUDA,WC026,Langeberg,Total,42063267
2015,AUDA,WC031,Theewaterskloof,Total,48646072
2015,AUDA,WC032,Overstrand,Total,25756487
2015,AUDA,WC033,Cape Agulhas,Total,10482360
2015,AUDA,WC034,Swellendam,Total,22212661
2015,AUDA,WC042,Hessequa,Total,38562580
2015,AUDA,WC043,Mossel Bay,Total,18478444
2015,AUDA,WC044,George,Total,37089254
2015,AUDA,WC045,Oudtshoorn,Total,64090796
2015,AUDA,WC047,Bitou,Total,11111819
2015,AUDA,WC048,Knysna,Total,54678818
2015,AUDA,WC051,Laingsburg,Total,0
2015,AUDA,WC052,Prince Albert,Total,3133131
2015,AUDA,WC053,Beaufort West,Total,32891608
2016,AUDA,BUF,Buffalo City,Total By Income Source,1788342133
2016,AUDA,BUF,Buffalo City,Total By Customer Group,1788342133
2016,AUDA,CPT,City of Cape Town,Total By Income Source,7289542629
2016,AUDA,CPT,City of Cape Town,Total By Customer Group,7289542629
2016,AUDA,DC1,West Coast,Total By Income Source,3981143
2016,AUDA,DC1,West Coast,Total By Customer Group,3981143
2016,AUDA,DC10,Cacadu,Total By Income Source,3210924
2016,AUDA,DC10,Cacadu,Total By Customer Group,3210924
2016,AUDA,DC12,Amathole,Total By Income Source,590715390
2016,AUDA,DC12,Amathole,Total By Customer Group,590715390
2016,AUDA,DC13,Chris Hani,Total By Income Source,975205668
2016,AUDA,DC13,Chris Hani,Total By Customer Group,975205668
2016,AUDA,DC14,Joe Gqabi,Total By Income Source,237831481
2016,AUDA,DC14,Joe Gqabi,Total By Customer Group,237831480
2016,AUDA,DC15,O.R.Tambo,Total By Income Source,545433266
2016,AUDA,DC15,O.R.Tambo,Total By Customer Group,545433266
2016,AUDA,DC16,Xhariep,Total By Income Source,2432547
2016,AUDA,DC16,Xhariep,Total By Customer Group,2432547
2016,AUDA,DC18,Lejweleputswa,Total By Income Source,743099
2016,AUDA,DC18,Lejweleputswa,Total By Customer Group,743099
2016,AUDA,DC19,Thabo Mofutsanyane,Total By Income Source,1501678
2016,AUDA,DC19,Thabo Mofutsanyane,Total By Customer Group,1501678
2016,AUDA,DC2,Cape Winelands,Total By Income Source,2347233
2016,AUDA,DC2,Cape Winelands,Total By Customer Group,2347233
2016,AUDA,DC20,Fezile Dabi,Total By Income Source,0
2016,AUDA,DC20,Fezile Dabi,Total By Customer Group,0
2016,AUDA,DC21,Ugu,Total By Income Source,59351120
2016,AUDA,DC21,Ugu,Total By Customer Group,59351120
2016,AUDA,DC22,Umgungundlovu,Total By Income Source,327013620
2016,AUDA,DC22,Umgungundlovu,Total By Customer Group,327013620
2016,AUDA,DC23,Uthukela,Total By Income Source,143673170
2016,AUDA,DC23,Uthukela,Total By Customer Group,143673170
2016,AUDA,DC24,Umzinyathi,Total By Income Source,294308794
2016,AUDA,DC24,Umzinyathi,Total By Customer Group,294308794
2016,AUDA,DC25,Amajuba,Total By Income Source,33301635
2016,AUDA,DC25,Amajuba,Total By Customer Group,33301637
2016,AUDA,DC26,Zululand,Total By Income Source,72199357
2016,AUDA,DC26,Zululand,Total By Customer Group,72199357
2016,AUDA,DC27,Umkhanyakude,Total By Income Source,82330807
2016,AUDA,DC27,Umkhanyakude,Total By Customer Group,82330807
2016,AUDA,DC28,Uthungulu,Total By Income Source,65584052
2016,AUDA,DC28,Uthungulu,Total By Customer Group,65584052
2016,AUDA,DC29,iLembe,Total By Income Source,253452572
2016,AUDA,DC29,iLembe,Total By Customer Group,253452572
2016,AUDA,DC3,Overberg,Total By Income Source,1703367
2016,AUDA,DC3,Overberg,Total By Customer Group,1703367
2016,AUDA,DC31,Nkangala,Total By Income Source,143786
2016,AUDA,DC31,Nkangala,Total By Customer Group,143786
2016,AUDA,DC32,Ehlanzeni,Total By Income Source,-166548
2016,AUDA,DC32,Ehlanzeni,Total By Customer Group,-166548
2016,AUDA,DC33,Mopani,Total By Income Source,805616297
2016,AUDA,DC33,Mopani,Total By Customer Group,805616297
2016,AUDA,DC34,Vhembe,Total By Income Source,409332744
2016,AUDA,DC34,Vhembe,Total By Customer Group,409332744
2016,AUDA,DC35,Capricorn,Total By Income Source,158413877
2016,AUDA,DC35,Capricorn,Total By Customer Group,158413877
2016,AUDA,DC37,Bojanala,Total By Income Source,5045966
2016,AUDA,DC37,Bojanala,Total By Customer Group,5045966
2016,AUDA,DC38,Ngaka Modiri Molema,Total By Income Source,162878329
2016,AUDA,DC38,Ngaka Modiri Molema,Total By Customer Group,162878329
2016,AUDA,DC39,Dr Ruth Segomotsi Mompati,Total By Income Source,21269975
2016,AUDA,DC39,Dr Ruth Segomotsi Mompati,Total By Customer Group,21269975
2016,AUDA,DC4,Eden,Total By Income Source,13158933
2016,AUDA,DC4,Eden,Total By Customer Group,13158933
2016,AUDA,DC40,Dr Kenneth Kaunda,Total By Income Source,12937889
2016,AUDA,DC40,Dr Kenneth Kaunda,Total By Customer Group,12937889
2016,AUDA,DC43,Harry Gwala,Total By Income Source,143664834
2016,AUDA,DC43,Harry Gwala,Total By Customer Group,143664836
2016,AUDA,DC44,Alfred Nzo,Total By Income Source,117084057
2016,AUDA,DC44,Alfred Nzo,Total By Customer Group,117084057
2016,AUDA,DC45,John Taolo Gaetsewe,Total By Income Source,16397181
2016,AUDA,DC45,John Taolo Gaetsewe,Total By Customer Group,16397181
2016,AUDA,DC47,Sekhukhune,Total By Income Source,126113393
2016,AUDA,DC47,Sekhukhune,Total By Customer Group,126113393
2016,AUDA,DC48,West Rand,Total By Income Source,31335623
2016,AUDA,DC48,West Rand,Total By Customer Group,31335623
2016,AUDA,DC5,Central Karoo,Total By Income Source,621848
2016,AUDA,DC5,Central Karoo,Total By Customer Group,621848
2016,AUDA,DC6,Namakwa,Total By Income Source,15085867
2016,AUDA,DC6,Namakwa,Total By Customer Group,15085867
2016,AUDA,DC7,Pixley ka Seme,Total By Income Source,0
2016,AUDA,DC7,Pixley ka Seme,Total By Customer Group,0
2016,AUDA,DC8,Z F Mgcawu,Total By Income Source,1448747
2016,AUDA,DC8,Z F Mgcawu,Total By Customer Group,1448747
2016,AUDA,DC9,Frances Baard,Total By Income Source,7151781
2016,AUDA,DC9,Frances Baard,Total By Customer Group,7151781
2016,AUDA,EC101,Dr Beyers Naude,Total By Income Source,75287978
2016,AUDA,EC101,Dr Beyers Naude,Total By Customer Group,75287978
2016,AUDA,EC102,Blue Crane Route,Total By Income Source,49090092
2016,AUDA,EC102,Blue Crane Route,Total By Customer Group,49090092
2016,AUDA,EC104,Makana,Total By Income Source,336599446
2016,AUDA,EC104,Makana,Total By Customer Group,336599446
2016,AUDA,EC105,Ndlambe,Total By Income Source,92981390
2016,AUDA,EC105,Ndlambe,Total By Customer Group,92981390
2016,AUDA,EC106,Sundays River Valley,Total By Income Source,196658336
2016,AUDA,EC106,Sundays River Valley,Total By Customer Group,196658336
2016,AUDA,EC108,Kouga,Total By Income Source,176489373
2016,AUDA,EC108,Kouga,Total By Customer Group,176489373
2016,AUDA,EC109,Kou-Kamma,Total By Income Source,88476476
2016,AUDA,EC109,Kou-Kamma,Total By Customer Group,88476479
2016,AUDA,EC121,Mbhashe,Total By Income Source,29209715
2016,AUDA,EC121,Mbhashe,Total By Customer Group,29209715
2016,AUDA,EC124,Amahlathi,Total By Income Source,32037608
2016,AUDA,EC124,Amahlathi,Total By Customer Group,32037608
2016,AUDA,EC126,Ngqushwa,Total By Income Source,33685924
2016,AUDA,EC126,Ngqushwa,Total By Customer Group,33685924
2016,AUDA,EC131,Inxuba Yethemba,Total By Income Source,17820643
2016,AUDA,EC131,Inxuba Yethemba,Total By Customer Group,17820643
2016,AUDA,EC136,Emalahleni,Total By Income Source,59459334
2016,AUDA,EC136,Emalahleni,Total By Customer Group,59459334
2016,AUDA,EC137,Engcobo,Total By Income Source,19945447
2016,AUDA,EC137,Engcobo,Total By Customer Group,19945447
2016,AUDA,EC141,Elundini,Total By Income Source,27649938
2016,AUDA,EC141,Elundini,Total By Customer Group,27649938
2016,AUDA,EC142,Senqu,Total By Income Source,34288813
2016,AUDA,EC142,Senqu,Total By Customer Group,34288809
2016,AUDA,EC153,Ngquza Hill,Total By Income Source,49092372
2016,AUDA,EC153,Ngquza Hill,Total By Customer Group,49092372
2016,AUDA,EC154,Port St Johns,Total By Income Source,26581177
2016,AUDA,EC154,Port St Johns,Total By Customer Group,26581177
2016,AUDA,EC155,Nyandeni,Total By Income Source,12599724
2016,AUDA,EC155,Nyandeni,Total By Customer Group,12599724
2016,AUDA,EC156,Mhlontlo,Total By Income Source,23531795
2016,AUDA,EC156,Mhlontlo,Total By Customer Group,23531795
2016,AUDA,EC157,King Sabata Dalindyebo,Total By Income Source,411406334
2016,AUDA,EC157,King Sabata Dalindyebo,Total By Customer Group,411406334
2016,AUDA,EC441,Matatiele,Total By Income Source,68420693
2016,AUDA,EC441,Matatiele,Total By Customer Group,68420693
2016,AUDA,EC442,Umzimvubu,Total By Income Source,25624358
2016,AUDA,EC442,Umzimvubu,Total By Customer Group,25624358
2016,AUDA,EC443,Mbizana,Total By Income Source,38542332
2016,AUDA,EC443,Mbizana,Total By Customer Group,38542332
2016,AUDA,EC444,Ntabankulu,Total By Income Source,14605188
2016,AUDA,EC444,Ntabankulu,Total By Customer Group,14605187
2016,AUDA,EKU,Ekurhuleni,Total By Income Source,13222937897
2016,AUDA,EKU,Ekurhuleni,Total By Customer Group,13222937896
2016,AUDA,FS161,Letsemeng,Total By Income Source,21689468
2016,AUDA,FS161,Letsemeng,Total By Customer Group,21689468
2016,AUDA,FS162,Kopanong,Total By Income Source,166302033
2016,AUDA,FS162,Kopanong,Total By Customer Group,166302033
2016,AUDA,FS163,Mohokare,Total By Income Source,13055199
2016,AUDA,FS163,Mohokare,Total By Customer Group,13055199
2016,AUDA,FS181,Masilonyana,Total By Income Source,446450519
2016,AUDA,FS181,Masilonyana,Total By Customer Group,446450519
2016,AUDA,FS182,Tokologo,Total By Income Source,87800333
2016,AUDA,FS182,Tokologo,Total By Customer Group,87800333
2016,AUDA,FS183,Tswelopele,Total By Income Source,53447801
2016,AUDA,FS183,Tswelopele,Total By Customer Group,53447801
2016,AUDA,FS184,Matjhabeng,Total By Income Source,591257675
2016,AUDA,FS184,Matjhabeng,Total By Customer Group,591257675
2016,AUDA,FS185,Nala,Total By Income Source,398629779
2016,AUDA,FS185,Nala,Total By Customer Group,398629779
2016,AUDA,FS191,Setsoto,Total By Income Source,291591159
2016,AUDA,FS191,Setsoto,Total By Customer Group,291591159
2016,AUDA,FS192,Dihlabeng,Total By Income Source,60963877
2016,AUDA,FS192,Dihlabeng,Total By Customer Group,60963877
2016,AUDA,FS193,Nketoana,Total By Income Source,39591095
2016,AUDA,FS193,Nketoana,Total By Customer Group,39591095
2016,AUDA,FS194,Maluti a Phofung,Total By Income Source,251341986
2016,AUDA,FS194,Maluti a Phofung,Total By Customer Group,251341986
2016,AUDA,FS195,Phumelela,Total By Income Source,162318094
2016,AUDA,FS195,Phumelela,Total By Customer Group,162318096
2016,AUDA,FS196,Mantsopa,Total By Income Source,252609985
2016,AUDA,FS196,Mantsopa,Total By Customer Group,252609985
2016,AUDA,FS201,Moqhaka,Total By Income Source,106688011
2016,AUDA,FS201,Moqhaka,Total By Customer Group,106688011
2016,AUDA,FS203,Ngwathe,Total By Income Source,602268283
2016,AUDA,FS203,Ngwathe,Total By Customer Group,602268284
2016,AUDA,GT421,Emfuleni,Total By Income Source,5239531104
2016,AUDA,GT421,Emfuleni,Total By Customer Group,5239531104
2016,AUDA,GT422,Midvaal,Total By Income Source,216020605
2016,AUDA,GT422,Midvaal,Total By Customer Group,216020605
2016,AUDA,GT423,Lesedi,Total By Income Source,456187411
2016,AUDA,GT423,Lesedi,Total By Customer Group,456187411
2016,AUDA,GT481,Mogale City,Total By Income Source,1110887257
2016,AUDA,GT481,Mogale City,Total By Customer Group,1110887257
2016,AUDA,JHB,City of Johannesburg,Total By Income Source,16779116002
2016,AUDA,JHB,City of Johannesburg,Total By Customer Group,16779116002
2016,AUDA,KZN212,Umdoni,Total By Income Source,39649481
2016,AUDA,KZN212,Umdoni,Total By Customer Group,39649481
2016,AUDA,KZN213,Umzumbe,Total By Income Source,8954223
2016,AUDA,KZN213,Umzumbe,Total By Customer Group,8954223
2016,AUDA,KZN214,uMuziwabantu,Total By Income Source,12888982
2016,AUDA,KZN214,uMuziwabantu,Total By Customer Group,12888982
2016,AUDA,KZN216,Ray Nkonyeni,Total By Income Source,241315220
2016,AUDA,KZN216,Ray Nkonyeni,Total By Customer Group,241315220
2016,AUDA,KZN221,uMshwathi,Total By Income Source,102102169
2016,AUDA,KZN221,uMshwathi,Total By Customer Group,102102169
2016,AUDA,KZN222,uMngeni,Total By Income Source,90640670
2016,AUDA,KZN222,uMngeni,Total By Customer Group,90640672
2016,AUDA,KZN223,Mpofana,Total By Income Source,6808416
2016,AUDA,KZN223,Mpofana,Total By Customer Group,6808416
2016,AUDA,KZN224,Impendle,Total By Income Source,4553959
2016,AUDA,KZN224,Impendle,Total By Customer Group,4553959
2016,AUDA,KZN225,The Msunduzi,Total By Income Source,2005225867
2016,AUDA,KZN225,The Msunduzi,Total By Customer Group,2005225867
2016,AUDA,KZN226,Mkhambathini,Total By Income Source,15568296
2016,AUDA,KZN226,Mkhambathini,Total By Customer Group,15568296
2016,AUDA,KZN227,Richmond,Total By Income Source,11854880
2016,AUDA,KZN227,Richmond,Total By Customer Group,11854880
2016,AUDA,KZN235,Okhahlamba,Total By Income Source,35743348
2016,AUDA,KZN235,Okhahlamba,Total By Customer Group,35743348
2016,AUDA,KZN241,Endumeni,Total By Income Source,70573206
2016,AUDA,KZN241,Endumeni,Total By Customer Group,70573206
2016,AUDA,KZN242,Nqutu,Total By Income Source,26560453
2016,AUDA,KZN242,Nqutu,Total By Customer Group,26560453
2016,AUDA,KZN244,Msinga,Total By Income Source,24781559
2016,AUDA,KZN244,Msinga,Total By Customer Group,24781559
2016,AUDA,KZN245,Umvoti,Total By Income Source,56594737
2016,AUDA,KZN245,Umvoti,Total By Customer Group,56594737
2016,AUDA,KZN252,Newcastle,Total By Income Source,991413755
2016,AUDA,KZN252,Newcastle,Total By Customer Group,991413755
2016,AUDA,KZN253,Emadlangeni,Total By Income Source,27372836
2016,AUDA,KZN253,Emadlangeni,Total By Customer Group,27372836
2016,AUDA,KZN254,Dannhauser,Total By Income Source,10099116
2016,AUDA,KZN254,Dannhauser,Total By Customer Group,10099116
2016,AUDA,KZN261,eDumbe,Total By Income Source,6635442
2016,AUDA,KZN261,eDumbe,Total By Customer Group,6635442
2016,AUDA,KZN262,uPhongolo,Total By Income Source,64097845
2016,AUDA,KZN262,uPhongolo,Total By Customer Group,64097845
2016,AUDA,KZN263,Abaqulusi,Total By Income Source,113705958
2016,AUDA,KZN263,Abaqulusi,Total By Customer Group,113705958
2016,AUDA,KZN265,Nongoma,Total By Income Source,32513884
2016,AUDA,KZN265,Nongoma,Total By Customer Group,32513884
2016,AUDA,KZN266,Ulundi,Total By Income Source,120084265
2016,AUDA,KZN266,Ulundi,Total By Customer Group,120084268
2016,AUDA,KZN271,Umhlabuyalingana,Total By Income Source,34374661
2016,AUDA,KZN271,Umhlabuyalingana,Total By Customer Group,0
2016,AUDA,KZN272,Jozini,Total By Income Source,97690832
2016,AUDA,KZN272,Jozini,Total By Customer Group,97690832
2016,AUDA,KZN275,Mtubatuba,Total By Income Source,23316216
2016,AUDA,KZN275,Mtubatuba,Total By Customer Group,23316216
2016,AUDA,KZN281,Mfolozi,Total By Income Source,12198804
2016,AUDA,KZN281,Mfolozi,Total By Customer Group,12198804
2016,AUDA,KZN282,uMhlathuze,Total By Income Source,290665910
2016,AUDA,KZN282,uMhlathuze,Total By Customer Group,290665910
2016,AUDA,KZN284,uMlalazi,Total By Income Source,13375993
2016,AUDA,KZN284,uMlalazi,Total By Customer Group,13375993
2016,AUDA,KZN285,Mthonjaneni,Total By Income Source,24379099
2016,AUDA,KZN285,Mthonjaneni,Total By Customer Group,24379099
2016,AUDA,KZN286,Nkandla,Total By Income Source,18095635
2016,AUDA,KZN286,Nkandla,Total By Customer Group,18095635
2016,AUDA,KZN291,Mandeni,Total By Income Source,121135813
2016,AUDA,KZN291,Mandeni,Total By Customer Group,121135813
2016,AUDA,KZN292,KwaDukuza,Total By Income Source,143740099
2016,AUDA,KZN292,KwaDukuza,Total By Customer Group,143740096
2016,AUDA,KZN293,Ndwedwe,Total By Income Source,8020084
2016,AUDA,KZN293,Ndwedwe,Total By Customer Group,8020084
2016,AUDA,KZN294,Maphumulo,Total By Income Source,20541720
2016,AUDA,KZN294,Maphumulo,Total By Customer Group,20541720
2016,AUDA,KZN433,Greater Kokstad,Total By Income Source,57835038
2016,AUDA,KZN433,Greater Kokstad,Total By Customer Group,57835038
2016,AUDA,KZN434,Ubuhlebezwe,Total By Income Source,24473942
2016,AUDA,KZN434,Ubuhlebezwe,Total By Customer Group,24473940
2016,AUDA,KZN435,Umzimkhulu,Total By Income Source,6936076
2016,AUDA,KZN435,Umzimkhulu,Total By Customer Group,6936076
2016,AUDA,LIM331,Greater Giyani,Total By Income Source,116491819
2016,AUDA,LIM331,Greater Giyani,Total By Customer Group,116491819
2016,AUDA,LIM333,Greater Tzaneen,Total By Income Source,324325387
2016,AUDA,LIM333,Greater Tzaneen,Total By Customer Group,324325387
2016,AUDA,LIM334,Ba-Phalaborwa,Total By Income Source,406189310
2016,AUDA,LIM334,Ba-Phalaborwa,Total By Customer Group,406189310
2016,AUDA,LIM335,Maruleng,Total By Income Source,4396463
2016,AUDA,LIM335,Maruleng,Total By Customer Group,4396463
2016,AUDA,LIM341,Musina,Total By Income Source,24931355
2016,AUDA,LIM341,Musina,Total By Customer Group,24931355
2016,AUDA,LIM343,Thulamela,Total By Income Source,405374654
2016,AUDA,LIM343,Thulamela,Total By Customer Group,405374654
2016,AUDA,LIM344,Makhado,Total By Income Source,142474415
2016,AUDA,LIM344,Makhado,Total By Customer Group,142474415
2016,AUDA,LIM351,Blouberg,Total By Income Source,63751084
2016,AUDA,LIM351,Blouberg,Total By Customer Group,63751084
2016,AUDA,LIM354,Polokwane,Total By Income Source,869170393
2016,AUDA,LIM354,Polokwane,Total By Customer Group,869170392
