,geo_code,name,province,total,0-14,15-24,25-34,35-44,45-54,55-64
146,GT484,Merafong City,Gauteng,195742,0.24270723707737737,0.17386151158157165,0.20293038795966117,0.16055828590695917,0.1298086256398729,0.055624240071114016
147,JHB,City of Johannesburg,Gauteng,4375819,0.2339568889846678,0.18109958387218483,0.23486597594644568,0.15389804742837854,0.09584765731854997,0.05804124896390824
148,TSH,City of Tshwane,Gauteng,2881222,0.2329910711496719,0.19117409210397532,0.21014069724582138,0.150976911879751,0.10245375052668625,0.06241796015718331
149,ETH,eThekwini,KwaZulu-Natal,3379275,0.25361889754459166,0.21031789363103032,0.19313373430691494,0.12921706579073913,0.09704300478652965,0.06595231225632717
150,KZN216,Hibiscus Coast,KwaZulu-Natal,249014,0.2809038849221329,0.2025066863710474,0.1685808830025621,0.11426666773755692,0.08963753041997638,0.06834153902993406
151,KZN227,Richmond,KwaZulu-Natal,63068,0.3347656497748462,0.2045252743070971,0.1593993784486586,0.11321113718526035,0.07861355996701973,0.058825394811949004
152,KZN241,Endumeni,KwaZulu-Natal,63198,0.315547960378493,0.2105288142029811,0.15953036488496472,0.1132472546599576,0.09028766733124466,0.060175954935282765
153,KZN253,Emadlangeni,KwaZulu-Natal,32538,0.35509250722232466,0.2044686213043211,0.14665929067551786,0.10372487553014936,0.07766304013768517,0.05836252996496404
154,KZN271,Umhlabuyalingana,KwaZulu-Natal,151930,0.39789376686632,0.22164812742710457,0.12258276838017508,0.0937010465345883,0.06928848811952873,0.04024879878891595
155,KZN282,uMhlathuze,KwaZulu-Natal,322838,0.28979240362039166,0.22711700605257126,0.19634305750871955,0.12262187227030276,0.08203495251488363,0.04796523333684387
156,KZN292,KwaDukuza,KwaZulu-Natal,226234,0.2943014754634582,0.20182200730217387,0.19299486372516952,0.12792506873414253,0.08269314073039419,0.05457181502338287
157,KZN433,Greater Kokstad,KwaZulu-Natal,64065,0.3157262155623195,0.21462577070163116,0.18912042456879732,0.12797939592601265,0.08338406306095372,0.041676422383516744
158,LIM334,Ba-Phalaborwa,KwaZulu-Natal,147909,0.32829645254852646,0.2060794136935548,0.16886734411022994,0.12236577895868406,0.082374973801459,0.05238356016199149
159,LIM352,Aganang,Limpopo,130972,0.3703921448859298,0.2145420395198974,0.09263812112512598,0.07400818495556302,0.07432122896496961,0.06923617261704793
160,LIM364,Mookgopong,Limpopo,33533,0.23740792652014434,0.18295410491157965,0.19989264306802254,0.14186025706020935,0.0969790952196344,0.06650165508603466
161,LIM367,Mogalakwena,Limpopo,302861,0.3361377001330643,0.21388689861025356,0.1338600876309594,0.09976193699419866,0.0796107785419714,0.05881906221005676
162,LIM471,Ephraim Mogale,Limpopo,119837,0.3489156103707536,0.21166250824035981,0.13389854552433722,0.09655615544447875,0.07786409873411383,0.056777122257733424
163,LIM472,Elias Motsoaledi,Limpopo,243137,0.35512900134492076,0.2177990186602615,0.12749190785441952,0.09135178932042429,0.07545128877957695,0.05782747998042256
164,LIM473,Makhuduthamaga,Limpopo,272990,0.37796622586907946,0.20870727865489577,0.11472215099454193,0.0861826440528957,0.07014908971024579,0.058665152569691195
165,LIM474,Fetakgomo,Limpopo,93649,0.35224081410372776,0.20625954361498788,0.13018825614795673,0.09222735960875184,0.07660519599782166,0.057288385353821185
166,LIM475,Greater Tubatse,Limpopo,331142,0.34144566379378033,0.21720591166327435,0.16698274456275555,0.10449293656497817,0.07189664856768395,0.04448846718326277
167,MP301,Albert Luthuli,Limpopo,183327,0.36581627365308983,0.2281387902491177,0.12983357606899149,0.09114860331538725,0.07577716321109275,0.055049174426025624
168,MP302,Msukaligwa,Mpumalanga,140426,0.30457322718015184,0.20768945921695411,0.17813652742369646,0.11930839018415393,0.09228348026718698,0.05800920057539202
169,MP304,Pixley Ka Seme,Mpumalanga,77603,0.3464299060603327,0.2070796232104429,0.1380487867737072,0.10288262051724804,0.0872517815032924,0.0625104699560584
170,MP305,Lekwa,Mpumalanga,109478,0.2880396061309122,0.19635908584373116,0.1682529823343503,0.12607099143206854,0.10503480151263267,0.06695409123294178
171,MP306,Dipaleseng,Mpumalanga,41292,0.28756175530369077,0.19318512060447543,0.1772740482417902,0.12331686525234913,0.0947883367238206,0.06623559042913882
172,MP307,Govan Mbeki,Mpumalanga,289424,0.2741272320194593,0.19603764718889932,0.19656628337663773,0.13070443363370005,0.10971446735585162,0.0576697164022334
173,MP312,Emalahleni,Mpumalanga,388275,0.25698795956474146,0.19482840770072757,0.20675552121563326,0.13863370034125297,0.10807546197926728,0.06010430751400425
174,MP313,Steve Tshwete,Mpumalanga,221679,0.25573013230842795,0.18841207331321416,0.1966131207737314,0.14514681138041943,0.11013221820740801,0.06297393979583091
